industry,region,target_audience,performance_tier,headline_1,headline_2,description_1,description_2,description_3,keywords,simulated_impressions,simulated_clicks,simulated_conversions,simulated_cost,simulated_ctr,simulated_conversion_rate,simulated_cpc,simulated_cpa
Pet Grooming,"Berlin, Germany",Cat Owners,low,Katzenpflege in Berlin,Stressfreie Katzenwäsche,Verwöhnen Sie Ihre Katze!  Professionelle Katzenpflege in Berlin. Jetzt Termin buchen!,Sanfte Katzenpflege mit viel Liebe zum Detail.  Guter Preis.  Berlin.,Mobile Katzenpflege - Wir kommen zu Ihnen nach Hause in Berlin!,"Katzenpflege Berlin, Katzen waschen Berlin, Katzen grooming Berlin, mobile Katzenpflege Berlin, Katzen salon Berlin",2345,32,1,45,1.36,3.12,1.41,45.0
Pet Grooming,"London, UK",Pet Owners,low,Pet Grooming in London,Pamper Your Pet Today!,Affordable pet grooming services. Book now!,"Experienced groomers, gentle care. Call us!",Mobile & salon grooming options available.,"pet grooming london, dog grooming london, cat grooming london, mobile pet grooming london, dog groomers near me",2345,45,1,87,1.92,2.22,1.93,87.0
Pet Grooming,"Tokyo, Japan",Pet Owners,mid,ペットのグルーミング専門,東京で最高のペット美容,丁寧なグルーミングで愛犬・愛猫を美しく！ご予約はお早めに！,経験豊富なグルーマーが対応します。安心してお任せください。,ペットホテル併設！トリミングと宿泊をまとめて予約可能！,"ペット グルーミング 東京, 犬 トリミング 東京, 猫 トリミング 東京, ペット美容 東京, ペットホテル 東京",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Rome, Italy",Dog Owners,mid,Dog Grooming in Rome,Pamper Your Pup!,Professional dog grooming services. Book now!,"Experienced groomers, best dog care in Rome.","Affordable prices, top quality grooming. Call us!","dog grooming rome, toelettatura cani roma, pet grooming services rome, dog wash rome, mobile dog grooming rome",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Los Angeles, USA",Local Pet Owners,low,Pet Grooming in LA,Pamper Your Pet Today,Affordable pet grooming near you! Book now.,"Experienced groomers, happy pets. Call us!",Top-rated pet grooming services in Los Angeles.,"pet grooming los angeles, dog grooming near me, cat grooming los angeles, mobile pet grooming, pet spa los angeles",2345,45,1,87,1.92,2.22,1.93,87.0
Pet Grooming,"Los Angeles, USA",Local Pet Owners,mid,"Pampered Pets, Happy Owners!",LA's Best Pet Grooming Salon,Expert grooming for dogs & cats. Book online today!,"Affordable prices, top-quality care. Convenient location!",Mobile grooming available! Call us for a free quote.,"pet grooming los angeles, dog grooming near me, cat grooming los angeles, mobile pet grooming, best pet groomers los angeles",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Tokyo, Japan",Local Pet Owners,high,東京ペットグルーミング,ペット美容室 東京,丁寧な施術で愛犬・愛猫を美しく！ご予約受付中！,東京で人気のペットサロン！安心価格で最高のケアを！,経験豊富なグルーマーが対応！清潔で快適な空間をご提供！,"ペットグルーミング 東京, ペット美容 東京, 犬のトリミング 東京, 猫のグルーミング 東京, ペットサロン 東京",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Munich, Germany",Pet Owners,low,Hundefriseur München,Katzenpflege München,Professionelle Fellpflege für Hunde & Katzen. Jetzt Termin vereinbaren!,"Guter Preis, liebevolle Behandlung. Ihr Tier wird es lieben!",Modernes Hundesalon in München.  Wir kümmern uns um Ihr Haustier.,"hundefriseur münchen, katzenpflege münchen, tierpflege münchen, hundesalon münchen, fellpflege hund",2345,45,1,78,1.92,2.22,1.73,78.0
Pet Grooming,"Los Angeles, USA",Local Pet Owners,high,Mobile Pet Grooming LA,Best Pet Grooming in LA,Affordable & Convenient Pet Grooming Services. Book Now!,Experienced Groomers. Safe & Gentle Care. Top Reviews!,Pamper Your Pet!  Call for Appointment Today!,"pet grooming los angeles, mobile pet grooming los angeles, dog grooming los angeles, cat grooming los angeles, best pet groomers los angeles",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Sydney, Australia",Dog Owners,low,Dog Grooming Sydney,Best Dog Wash Sydney,Pamper your pup! Mobile dog grooming in Sydney. Book now!,Affordable dog grooming services. Experienced groomers.,Stylish cuts & expert care.  Sydney's top dog groomers.,"dog grooming sydney, mobile dog grooming sydney, dog wash sydney, dog grooming near me, best dog groomers sydney",2300,55,1,80,2.39,1.82,1.45,80.0
Pet Grooming,"Toronto, Canada",Local Pet Owners,high,Top-Rated Pet Grooming in Toronto,Pamper Your Pet! Book Now!,"Experienced groomers, safe & gentle care. Book online today!",Affordable pet grooming services near you. Call or book online!,Full grooming services for dogs & cats.  Top-quality products used.,"pet grooming toronto, dog grooming toronto, cat grooming toronto, mobile pet grooming toronto, best pet groomers toronto",35000,1800,55,500,5.14,3.06,0.28,9.09
Pet Grooming,"Rome, Italy",Cat Owners,high,Tocca al tuo Micio!,Toelettatura per Gatti a Roma,Prenota ora la toelettatura per il tuo gatto! Servizio professionale e delicato.,Trattamenti personalizzati per gatti di tutte le razze. Igiene e benessere garantiti.,Esperienza e professionalità al servizio del tuo amico felino. Prenota subito!,"toelettatura gatti roma, grooming gatti roma, taglio unghie gatti roma, lavaggio gatti roma, pet grooming roma gatti",35000,1800,55,500,5.14,3.06,0.28,9.09
Pet Grooming,"Tokyo, Japan",Local Pet Owners,high,輝くペットのためのグルーミング,東京で最高のペット美容,丁寧なトリミングで愛犬・愛猫を美しく。ご予約はお早めに！,安心安全なペットサロン。経験豊富なグルーマーが対応します。,東京近郊のペットオーナー様、ご来店お待ちしております！,"ペット グルーミング 東京, ペットサロン 東京, 犬 トリミング 東京, 猫 トリミング 東京, ペット美容 東京",35000,1800,50,500,5.14,2.78,0.28,10.0
Pet Grooming,"Sydney, Australia",Pet Owners,high,"Pampered Pets, Happy Owners!",Sydney's Best Pet Grooming,Expert grooming for dogs & cats. Book now!,Mobile & salon options.  Affordable luxury.,Experienced groomers.  Safe & gentle care.,"pet grooming sydney, dog grooming sydney, cat grooming sydney, mobile pet grooming sydney, best pet groomers sydney",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Los Angeles, USA",Dog Owners,high,Dog Grooming in LA,Best Dog Grooming Near You,Top-rated groomers! Book now for a pampered pup.,Affordable & professional dog grooming services.,"Experienced groomers, safe & comfortable environment.","dog grooming los angeles, mobile dog grooming los angeles, dog groomer near me, best dog groomers los angeles, dog spa los angeles",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Toronto, Canada",Local Pet Owners,low,"Pampered Pets, Happy Owners!",Toronto's Best Pet Grooming,Affordable pet grooming in Toronto. Book now!,"Experienced groomers, gentle care. Call today!",Mobile grooming available! Convenient & safe.,"pet grooming toronto, dog grooming toronto, cat grooming toronto, mobile pet grooming toronto, affordable pet grooming toronto",3200,85,2,110,2.66,2.35,1.29,55.0
Pet Grooming,"Paris, France",Local Pet Owners,high,Toilettage pour animaux à Paris,Grooming professionnel Paris,Rendez-vous rapide! Soins personnalisés pour chiens et chats. Appelez-nous!,"Toilettage expert, produits de qualité. Offre spéciale pour nouveaux clients!",Votre animal mérite le meilleur! Réservation en ligne facile et rapide.,"toilettage chien paris, toilettage chat paris, grooming paris, toilettage animalier paris, coiffage chien paris",35000,1800,55,500,5.14,3.06,0.28,9.09
Pet Grooming,"Munich, Germany",Cat Owners,mid,Katzenpflege in München,Katzen-Grooming: Top Service,Verwöhnprogramm für Ihre Katze!  Termine online buchen.,Professionelle Katzenpflege mit Liebe zum Detail. Jetzt anrufen!,"Stressfreie Katzenpflege in München.  Guter Preis, beste Pflege.","Katzenpflege München, Katzen grooming München, Katzen waschen München, Katzen trimmen München, Tierpflege München Katzen",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"London, UK",Dog Owners,high,Dog Grooming in London,Top-Rated Dog Groomers,Expert dog grooming services. Book online today!,Pamper your pup! Mobile & salon options available.,Affordable dog grooming with experienced groomers.,"dog grooming london, mobile dog grooming london, dog groomers near me, best dog groomers london, dog grooming appointment",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Los Angeles, USA",Dog Owners,low,Dog Grooming in LA,Best Dog Grooming Near You,Affordable & professional dog grooming. Book now!,Pamper your pup! Experienced groomers. Call today!,Mobile dog grooming available in Los Angeles.,"dog grooming los angeles, mobile dog grooming, dog groomer near me, dog spa los angeles, best dog groomers",2345,87,1,75,3.71,1.15,0.86,75.0
Pet Grooming,"Toronto, Canada",Pet Owners,low,Mobile Pet Grooming Toronto,Affordable Pet Grooming Near You,Pamper your furry friend! Book now!,"Experienced groomers, top-quality care.",Convenient mobile grooming service in Toronto.,"pet grooming toronto, mobile pet grooming toronto, dog grooming toronto, cat grooming toronto, pet grooming services near me",2345,45,1,78,1.92,2.22,1.73,78.0
Pet Grooming,"Rome, Italy",Local Pet Owners,low,Pet Grooming in Rome,Pamper Your Pet Today!,Affordable pet grooming services near you. Book now!,"Expert groomers, loving care. Call us for an appointment.","Happy pets, happy owners.  Schedule your pet's grooming today!","toelettatura cani roma, toelettatura gatti roma, pet grooming rome, grooming near me rome, dog grooming rome",2350,45,1,85,1.91,2.22,1.89,85.0
Pet Grooming,"Paris, France",Pet Owners,high,Toilettage pour animaux à Paris,Grooming canin et félin - Paris,Rendez-vous rapide ! Soins personnalisés. Réservation en ligne.,"Toilettage professionnel, prix abordables. Appelez-nous !",Experts en toilettage animalier. Hygiène et bien-être garantis.,"toilettage chien paris, toilettage chat paris, grooming paris, toilettage animalier paris, soins animaux paris",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"New York, USA",Local Pet Owners,high,Pawsome Pet Grooming!,NYC's Best Pet Grooming,"Experienced groomers, luxurious spa treatments. Book now!","Mobile & in-shop grooming.  Affordable rates, top quality.","Happy pets, happy owners!  Call us for an appointment.","pet grooming new york, dog grooming nyc, cat grooming manhattan, mobile pet grooming brooklyn, pet spa near me",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Munich, Germany",Pet Owners,mid,Hundefriseur München,Katzenpflege in München,Professionelle Fellpflege für Hunde & Katzen. Jetzt Termin vereinbaren!,"Guter Preis, beste Pflege!  Erfahrene Tierpfleger in München.",Mobile Hundefriseur in München und Umgebung. Stressfrei für Ihr Haustier.,"Hundefriseur München, Katzenpflege München, Tierpflege München, mobile Hundefriseur München, Hundebadeservice München",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Munich, Germany",Local Pet Owners,high,Hundefriseur München,Katzenpflege München,Professionelle Fellpflege für Hunde & Katzen. Jetzt Termin vereinbaren!,"Mobil oder im Salon.  Top Qualität, faire Preise.  ","Guter Service, liebevoller Umgang mit Tieren. Buchen Sie jetzt!","hundefriseur münchen, katzenpflege münchen, tierpflege münchen, hundebade München, fellpflege München",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Sydney, Australia",Local Pet Owners,high,"Pampered Pets, Happy Owners!",Sydney's Best Pet Grooming,Expert grooming for dogs & cats. Book online today!,Mobile & in-salon options. Top quality products used.,"Affordable prices, exceptional service. Call now!","pet grooming sydney, dog grooming sydney, cat grooming sydney, mobile pet grooming sydney, best pet groomers sydney",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"New York, USA",Local Pet Owners,mid,Mobile Pet Grooming NYC,Best Pet Grooming in NYC,Affordable & convenient pet grooming services. Book online!,"Experienced groomers, top-quality products.  Call today!","Pamper your pet!  Stress-free grooming, happy pets.","pet grooming nyc, mobile pet grooming new york, dog grooming near me, cat grooming nyc, best pet groomers new york",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Rome, Italy",Cat Owners,high,Tocca al tuo Micio!,Toelettatura per Gatti a Roma,Prenota ora il tuo appuntamento! Toelettatura professionale per gatti a Roma. Servizio a domicilio disponibile.,"Bagno, taglio, spazzolatura: coccole e cura per il tuo amico felino. Prezzi competitivi!",Igiene e benessere per il tuo gatto.  Prodotti di alta qualità. Prenota online!,"toelettatura gatti roma, grooming gatti a domicilio roma, bagnetto gatto roma, taglio unghie gatto roma, toelettatore gatti roma",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Los Angeles, USA",Cat Owners,high,Cat Grooming in LA,Pamper Your Kitty!,"Gentle cat grooming, experienced groomers. Book now!","Stress-free cat grooming, top-notch care. Call us!",Luxury cat grooming services in Los Angeles. Appointments available.,"cat grooming los angeles, cat groomer near me, mobile cat grooming, best cat grooming, cat spa los angeles",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"New York, USA",Pet Owners,low,Mobile Pet Grooming NYC,Best Pet Grooming in NYC,Affordable pet grooming services. Book now!,Experienced groomers.  Safe & gentle care.,Dog & cat grooming. Convenient appointments.,"pet grooming nyc, mobile pet grooming new york, dog grooming near me, cat grooming services, pet spa nyc",2345,45,1,78,1.92,2.22,1.73,78.0
Pet Grooming,"Los Angeles, USA",Local Pet Owners,mid,"Pampered Pets, Happy Owners!",Top-Rated LA Pet Grooming,Expert grooming for dogs & cats. Book online today!  Affordable rates.,Mobile grooming available.  Experienced groomers.  Call now!,Luxury pet spa in Los Angeles.  Treat your furry friend.,"dog grooming Los Angeles, cat grooming Los Angeles, mobile pet grooming Los Angeles, pet spa Los Angeles, best pet groomers near me",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Munich, Germany",Pet Owners,mid,Hundefriseur München,Katzenpflege München,Professionelle Fellpflege für Hunde & Katzen. Jetzt Termin buchen!,"Guter Preis, Top Service!  Mobil oder im Salon.","Wellness für Ihr Haustier.  Sanfte Pflege, glückliche Tiere.","Hundefriseur München, Katzenpflege München, Tierpflege München, Hundefrisör München, mobile Tierpflege München",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Paris, France",Local Pet Owners,mid,Toilettage pour animaux à Paris,Grooming canin et félin Paris,Rendez-vous rapide et facile.  Prix abordables. Appelez dès aujourd'hui!,Experts en toilettage animalier. Soins personnalisés.  Réservation en ligne.,Toilettage professionnel et doux.  Hygiène et bien-être pour votre animal.,"toilettage paris, grooming chien paris, toilettage chat paris, toilettage animalier paris, soins animaux paris",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Rome, Italy",Pet Owners,high,Tocca a noi! Toelettatura cani Roma,Pet Grooming a Roma: Prenota ora!,Servizi professionali per cani e gatti. Prenota online il tuo appuntamento!,"Bagno, taglio, spazzolatura: coccole e cura per il tuo amico a 4 zampe.",Toelettatura di alta qualità a Roma. Esperienza e professionalità garantite.,"toelettatura cani roma, toelettatura gatti roma, grooming roma, pet grooming servizi roma, prenota toelettatura roma",35000,1500,50,500,4.29,3.33,0.33,10.0
Pet Grooming,"Los Angeles, USA",Dog Owners,mid,Dog Grooming in LA,Pamper Your Pup Today!,Expert dog grooming services.  Book online!,Affordable & convenient dog grooming near you.,Mobile dog grooming available in Los Angeles.,"dog grooming los angeles, mobile dog grooming LA, dog groomers near me, best dog grooming, dog wash los angeles",10000,500,15,150,5.0,3.0,0.3,10.0
Pet Grooming,"Sydney, Australia",Local Pet Owners,low,Mobile Pet Grooming Sydney,Pamper Your Pet Today!,Affordable pet grooming services. Book now!,"Experienced groomers, gentle care. Call us!","Dog & cat grooming, convenient mobile service.","pet grooming sydney, mobile pet grooming sydney, dog grooming near me, cat grooming sydney, pet grooming services",2300,55,1,75,2.39,1.82,1.36,75.0
